source_name,type,provider,category,endpoint_url,auth,price_tier,update_freq,granularity,fields_returned,cors,rate_limit,integration_path,cre_use,source_file,source_locator,status_flag,provenance_files,occurrence_count
RealPage — Apartment Demand & Supply,RAW_API,,demographic,https://www.realpage.com/analytics/,None for blog,Freemium (blog posts free; data paid),Monthly (blog); quarterly (reports),National/region (MSA requires sub),Effective asking rent + occupancy national/regional; Nov 2025: 94.8% occupancy[^104] | Format: Blog/paid CSV,,,BUILD_RAW_API,"Series: Effective asking rent, occupancy (market-rate units) | Cadence: Monthly | Notes: Freemium — monthly blog with national/regional data free; MSA detail requires subscription[^103][^104]",Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md; US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md,Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 274 || Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 331 || US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md@line 118,REVIEW,Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md; US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md,3
CBRE Cap Rate Survey,UNKNOWN,,capital_markets,Same as above,Free PDF,,,National + MSA,Industrial cap rate by grade + market; H2 2025 industrial cap rates showing stabilization[^60] | Format: PDF,,,UNKNOWN,Cadence: Semi-annual | Methodology: Survey,Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md,Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 317 || Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 350,REVIEW,Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md,2
ACS Housing Tenure (B25003),RAW_API,,demographic,https://api.census.gov/data/2023/acs/acs1?get=NAME,Yes — free key at api.census.gov/data/key_signup.html,Free — public domain[^72],Annual (1-year lag; 2023 data released Sep 2024),National / State / MSA / County / Place,"JSON → CSV | Specific Fields: Median HH income (B19013), median age (B01002), educational attainment (B15003), foreign-born share (B05012), race/ethnicity (B03002)",,,BUILD_RAW_API,"MSA Momentum Scorecard / Demographic tile | Cross-Verifiable With: PEP, BEA RegionalIncome, BLS QCEW | Notes / Gotchas: Only released for populations ≥65,000; small metros use 5-yr only[^3]","Free & Freemium US Migration, Demographics & Labor Data Sources — MSA ZIP Intelligence Map for CRE Terminal.md; US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md","Free & Freemium US Migration, Demographics & Labor Data Sources — MSA ZIP Intelligence Map for CRE Terminal.md@line 27 || US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md@line 70",REVIEW,"Free & Freemium US Migration, Demographics & Labor Data Sources — MSA ZIP Intelligence Map for CRE Terminal.md; US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md",2
Census ACS 5-Year API — Exact Table IDs,RAW_API,,demographic,https://api.census.gov/data/2024/acs/acs5?get=NAME,Yes — same key,Free,Rolling 5-yr (2020–2024 released Jan 2026; 2015–2019 comparison available),National / State / MSA / County / ZIP / Tract / Block Group,"JSON | Specific Fields: All ACS tables to block-group; B25003 (tenure), B25031 (gross rent), B08303 (commute time)",,,BUILD_RAW_API,"Household Formation / Multifamily Demand | Cross-Verifiable With: CHAS (HUD), Eviction Lab, Opportunity Insights | Notes / Gotchas: 2020–2024 vs 2015–2019 non-overlapping comparison now available[^4]","Free & Freemium US Migration, Demographics & Labor Data Sources — MSA ZIP Intelligence Map for CRE Terminal.md; Free & Low-Cost CRE Market Intelligence Data Sources.md","Free & Freemium US Migration, Demographics & Labor Data Sources — MSA ZIP Intelligence Map for CRE Terminal.md@line 28 || Free & Low-Cost CRE Market Intelligence Data Sources.md@line 397: F26. Census ACS 5-Year API — Exact Table IDs",REVIEW,"Free & Freemium US Migration, Demographics & Labor Data Sources — MSA ZIP Intelligence Map for CRE Terminal.md; Free & Low-Cost CRE Market Intelligence Data Sources.md",2
Census API — Building Permits Survey (BPS) Monthly National,RAW_API,Census,demographic,"https://api.census.gov/data/timeseries/eits/bps?get=cell_value,time_slot_name,category_code&for=us:*&time=from+2023-01&key=YOUR_KEY",Free key,Free,Monthly,National / State / MSA / County / Place,"JSON | Specific Fields: Permit counts by structure type (1-unit, 2-4 unit, 5+ unit), valuation",,Generous (undocumented),BUILD_RAW_API,"Supply Pipeline vs. Demand Pressure tile | Cross-Verifiable With: QCEW construction jobs, HUD AHS | Notes / Gotchas: Cross with multifamily permit YoY vs. net migration to compute supply/demand gap","Free & Freemium US Migration, Demographics & Labor Data Sources — MSA ZIP Intelligence Map for CRE Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md","Free & Freemium US Migration, Demographics & Labor Data Sources — MSA ZIP Intelligence Map for CRE Terminal.md@line 31 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Section 7 / Line 533 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Master Reference Table / Line 627",REVIEW,"Free & Freemium US Migration, Demographics & Labor Data Sources — MSA ZIP Intelligence Map for CRE Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md",3
HUD AHS — American Housing Survey,RAW_API,,demographic,https://www.census.gov/programs-surveys/ahs.html,Free API key,Free — public domain,Biennial,National / 25 largest metros,"CSV/SAS | Specific Fields: Housing quality, tenure, vacancy, recent mover status, monthly housing costs, square footage",,,BUILD_RAW_API,"Housing Stock Quality / Recent Mover tile | Cross-Verifiable With: ACS tenure/value tables, ZHVI | Notes / Gotchas: Recent mover flag (moved in last 12 months) is a proxy for migration turnover at metro level","Free & Freemium US Migration, Demographics & Labor Data Sources — MSA ZIP Intelligence Map for CRE Terminal.md; US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md","Free & Freemium US Migration, Demographics & Labor Data Sources — MSA ZIP Intelligence Map for CRE Terminal.md@line 116 || US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md@line 69",REVIEW,"Free & Freemium US Migration, Demographics & Labor Data Sources — MSA ZIP Intelligence Map for CRE Terminal.md; US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md",2
Replica Free Academic/Pilot,DATASET_PORTAL,,demographic,https://replicahq.com,Yes — subscription,PAID (some pilot/academic access),Monthly,TAZ / County / MSA,"Dashboard / CSV | Specific Fields: Origin-destination flows, mode split, trip purpose, income-segmented flows",,,BUILD_RAW_API,Trade Area Layer | Cross-Verifiable With: SafeGraph; CTPP | Notes / Gotchas: Replica uses synthetic population models. Academic partnerships vary. Not consistently free — check with sales for academic discount or pilot program.,"Free & Freemium US Migration, Demographics & Labor Data Sources — MSA ZIP Intelligence Map for CRE Terminal.md; US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md","Free & Freemium US Migration, Demographics & Labor Data Sources — MSA ZIP Intelligence Map for CRE Terminal.md@line 139 || US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md@line 36",REVIEW,"Free & Freemium US Migration, Demographics & Labor Data Sources — MSA ZIP Intelligence Map for CRE Terminal.md; US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md",2
KBRA CMBS Trend Watch (Monthly),RSS_FEED,,capital_markets,https://www.kbra.com/publications/,Free KBRA account,Free (public research); analytics platform = paid[^19][^20][^21],Monthly[^14][^15],Deal-level / National,"PDF | Specific Fields Returned: Annual CMBS issuance vs prior year, conduit vs SASB vs agency mix, rate environment commentary, upcoming maturity wall estimates[^35]",,,BUILD_RAW_API,"CMBS Watchlist Ticker | Cross-Verifiable With: Trepp, CRED iQ | Notes: KBRA CMBS distress rate ended 2024 at 9.3%, rising to 10.6% by end-2025[^15]. Free monthly PDFs are the most granular public sector-level data. Example: August 2025 showed delinquency at 7.9% ($26.1B), distress at 10.6% ($35B)[^16]. RSS via https://www.kbra.com/feed/publications/rss. Critical CMBS source.",Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md@line 26 || US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md@line 34 || US CRE Intelligence Terminal  Complete Free Data Source Catalog.md@line 23,REVIEW,Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,3
SEC EDGAR ABS-EE Asset-Level CMBS Data,BULK_DOWNLOAD,,housing_re,https://data.sec.gov/submissions/CIK##########.json,No (User-Agent required),Free,Per offering (at issuance + ongoing),,"XML (Schedule AL schema) | Specific Fields Returned: Loan ID, property type, UPB, origination date, LTV, DSCR, occupancy, payment status, servicer name",,,BUILD_RAW_API,"CMBS Deal Analytics / Loan-Level Drill-Down | #: 2 | Cross-Verifiable With: KBRA presales, Trepp deal-level | Notes / Gotchas: ABS-EE EX-102 exhibits contain Schedule AL. Use https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&type=ABS-EE&dateb=&owner=include&count=40 to list filers. XML schema documented at SEC.gov[^6][^7].",Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md,Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md@line 57 || US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md@line 20,REVIEW,Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md,2
FDIC BankFind Suite API,SCRAPE_TARGET,,capital_markets,https://banks.data.fdic.gov/api/financials?filters=REPDTE%3A20241231%20AND%20CREACR%3A[0.25+TO+*,None[^38],Free,Quarterly (Call Report data)[^38],,"JSON | Specific Fields Returned: CRE loans (LNRENRES = non-residential CRE), construction/land (LNRECONS), CRE delinquency, charge-offs, total assets, Tier 1 capital[^17][^18]",,,BUILD_RAW_API,"CRE Loan Risk Gauge | Cross-Verifiable With: FFIEC CDR, Fed H.8 | Notes: CREACR = CRE concentration ratio. Failed bank list: https://banks.data.fdic.gov/api/failures?fields=NAME,FAILDATE,CERT,SAVR,RESTYPE,CHARTER,COST,QBFASSET&sort_by=FAILDATE&sort_order=DESC&output=json. Filters support Elasticsearch syntax[^38]. No API key needed. Primary endpoint for bank-level CRE exposure surveillance.",Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md,Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md@line 67 || US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md@line 27,REVIEW,Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md,2
FFIEC CDR Bulk Call Report Download,BULK_DOWNLOAD,,capital_markets,https://cdr.ffiec.gov/public/PWS/DownloadBulkData.aspx,Free CDR account for SOAP API,Free,Quarterly[^39],,"XBRL / Excel ZIP | Specific Fields Returned: Full schedule RC/RC-C/RC-N for every FDIC-insured institution: CRE loans by type, past-due buckets, nonaccrual, OREO, allowances[^20][^21]",,,BUILD_RAW_API,"CRE Loan Risk Gauge | Cross-Verifiable With: FDIC BankFind, FRED | Notes: Python connector ffiec_data_connect wraps the SOAP API[^40]: pip install ffiec-data-connect. Schedule: Q4 2025 data released ~March 2026. Key MDRM codes: RCON1480 (CRE non-farm, non-residential), RCON3584 (past-due 30–89 days), RCON3585 (90+ days or nonaccrual).",Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md,Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md@line 68 || US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md@line 28,REVIEW,Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md,2
Placer.ai Free City/Retail Reports,RSS_FEED,,economic,https://www.placer.ai/anchor/articles/,None for blog,FREE (PRESS blog),Monthly (Office Index)[^60],"MSA, chain, property level (narrative only)","HTML blog | Specific Fields: Visit counts (indexed), dwell time, trade area, YoY comparison, cross-shopping[^6]",,,BUILD_RAW_API,"Occupancy Trend Gauge | Cross-Verifiable With: Advan, SafeGraph | Notes: March 2024: nationwide office visits 32.7% below 2019; Miami gap 14.1%; SF gap ~50%[^60]. Free Placer.ai blog publishes monthly office and retail indices. Full API (for property-level data) requires paid subscription.",Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md,Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md@line 89 || US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md@line 31,REVIEW,Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md,2
Census Building Permits Survey — New Construction as Future Supply,RAW_API,,demographic,https://www.census.gov/permits,Optional API key,Free,Monthly (released ~17th workday of following month)[^29],"National, state, CBSA (MSA), county, place (city)[^29][^30]","CSV / Excel / JSON | Specific Fields Returned: Permit counts by type (1-unit, 2-unit, 3-4 unit, 5+ unit), authorized, started, completed; by geography[^65]",,,BUILD_RAW_API,"Permit pipeline sparkline | CRE Relevance: Multifamily permit pulls (5+ unit) are the primary leading indicator for apartment supply additions 12–18 months forward[^58][^59] | Indicator: Census Building Permits Survey (BPS) | Series ID / Slug: PERMIT, PERMIT1 (single-family), PERMIT5 (5+ units); BLS series CUUR0000SAH1 shelter cross-ref | Cadence & Release Time (ET): Monthly: ~3rd week (joint release with Housing Starts), 8:30 AM | Lag from Period-End: ~3 weeks","Free & Low-Cost CRE Market Intelligence Data Sources.md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md","Free & Low-Cost CRE Market Intelligence Data Sources.md@line 229: B14. Census Building Permits Survey — New Construction as Future Supply || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 82 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 82 || US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md@line 51",REVIEW,"Free & Low-Cost CRE Market Intelligence Data Sources.md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md",4
Bank CRE Concentration Data,RAW_API,BankRegData,capital_markets,https://www.bankregdata.com,,Free/Low,,Institution level (every FDIC-insured bank),CSV export (requires paid subscription after free trial),,,BUILD_RAW_API,"What It Does: FDIC call reports, CRE concentration ratios. Flags banks with CRE/Tier 1 above 300% as motivated NPL sellers. | Key Features: \- FDIC call report analysis for every US bank \- CRE concentration ratio vs Tier 1 capital \- Quarterly trend tracking of bank stress metrics \- Identification of over-concentrated lenders \- NPL ratio tracking by institution \- Bank-by-bank CRE exposure breakdown",Free & Low-Cost CRE Market Intelligence Data Sources.md; Terminal_Master_Tool_Intelligence_Inventory.md; Terminal_Master_Tool_Inventory (2).md; Terminal_Research_Prompts_May2026.md,Free & Low-Cost CRE Market Intelligence Data Sources.md@line 306: D20. Bank CRE Concentration Data || Terminal_Master_Tool_Intelligence_Inventory.md@line 60 || Terminal_Master_Tool_Inventory (2).md@line 55: 3\. BankRegData || Terminal_Research_Prompts_May2026.md@SEARCH 2 line 369,REVIEW,Free & Low-Cost CRE Market Intelligence Data Sources.md; Terminal_Master_Tool_Intelligence_Inventory.md; Terminal_Master_Tool_Inventory (2).md; Terminal_Research_Prompts_May2026.md,4
SWFI — Free News + Sovereign Wealth Transactions,RAW_API,,demographic,https://www.swfinstitute.org,None for free news; API key for paid REST API[^139],Freemium (SWFI has some free news),Irregular press/SWFI alerts,"Global SWFs, pensions, endowments; US CRE deal tracking","Web (free); JSON API (paid) | Specific Fields Returned: Transaction headlines with fund name, asset, geography, deal size (when disclosed); fund AUM; executive moves[^141][^142]",,,BUILD_RAW_API,"SWF Transaction Feed tile | Cross-Verifiable With: PERE, annual reports | Notes / Gotchas: Highest-leverage free SWF tracker. SWFI free news tracks deal announcements for ADIA, GIC, QIA, KIA, Temasek, PIF, etc. Paid API provides structured JSON feed with 10K+ data points. Free tier sufficient for daily monitoring of SWF US CRE activity.",Global Institutional Capital Flows Into US CRE  Free & Freemium Data Source Map (2024–2026).md,Global Institutional Capital Flows Into US CRE  Free & Freemium Data Source Map (2024–2026).md@line 44 || Global Institutional Capital Flows Into US CRE  Free & Freemium Data Source Map (2024–2026).md@line 90,REVIEW,Global Institutional Capital Flows Into US CRE  Free & Freemium Data Source Map (2024–2026).md,2
JLL — Global Capital Flows Report,RAW_API,,housing_re,https://www.us.jll.com/en/trends-and-insights/research,Email registration,Free (registration),Quarterly capital tracker; annual outlook[^117],Global + US; regional capital trackers by quarter,PDF | Specific Fields Returned: Investment volume by region and property type; cross-border capital flow estimates; cap rate benchmarks[^118],,,BUILD_RAW_API,"JLL Capital Flows tile | Cross-Verifiable With: MSCI RCA, CBRE | Notes / Gotchas: Gotcha: JLL's free Global Capital Outlook (annual) is less granular than RCA on LP-level flows. Quarterly Asia Pacific Capital Tracker is particularly useful for APAC SWF/pension signal. JLL 2025 Global CRE Tech Survey: 92% of CRE firms running AI pilots[^119].",Global Institutional Capital Flows Into US CRE  Free & Freemium Data Source Map (2024–2026).md; US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md,Global Institutional Capital Flows Into US CRE  Free & Freemium Data Source Map (2024–2026).md@line 81 || US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md@line 111,REVIEW,Global Institutional Capital Flows Into US CRE  Free & Freemium Data Source Map (2024–2026).md; US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md,2
CMS Provider Data Catalog — Hospital General Information,RAW_API,,demographic,https://data.cms.gov/provider-data/dataset/xubh-q36u,None,Free[^90],Quarterly,"Facility-level (ZIP, city, county, state)","JSON, CSV | Specific Fields: Hospital name, address, phone, hospital type, ownership, emergency services, CMS certification #, overall rating, mortality/readmission/safety scores",,,BUILD_RAW_API,"MOB Map → Anchor Tenant Density | Cross-Verifiable With: EDGAR REIT 10-Q tenant lists, CoStar address matching | Notes / Gotchas: Cross-ref CMS Certification # with EDGAR leases to validate anchor tenants in MOB assets",healthcare-cre-datasources.md; US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md,healthcare-cre-datasources.md@line 10 || US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md@line 95,REVIEW,healthcare-cre-datasources.md; US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md,2
Cushman & Wakefield Industrial Snapshot,RAW_API,,housing_re,https://www.cushmanwakefield.com/en/united-states/insights,Free registration,Free (registration),Quarterly,National + 40+ US markets,"PDF | Fields / What's Free: Under construction SF, deliveries, vacancy, absorption",,,BUILD_RAW_API,All Pipeline Tiles | Notes: MarketBeat reports for each city + asset class available quarterly.,Industrial & Logistics CRE Demand-Signal Intelligence Layer  Free Endpoint-Grade Data Sources.md; US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md,Industrial & Logistics CRE Demand-Signal Intelligence Layer  Free Endpoint-Grade Data Sources.md@line 92 || US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md@line 114,REVIEW,Industrial & Logistics CRE Demand-Signal Intelligence Layer  Free Endpoint-Grade Data Sources.md; US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md,2
Florida OIR IRFS Rate Filing Search,RAW_API,,demographic,https://irfssearch.floir.gov,None,Fully free[^92],Real-time as filed; 2001–present,State (FL only); ZIP-level data required monthly per HB1611 as of Jan 2025[^2],"HTML/PDF; ZIP download | Specific Fields Returned: File log #, company name, effective date, rate change %, product name, disposition, trade secret flags[^17]",,"No API; manual search; 2,500 match max per query[^17]",BUILD_RAW_API,"Rate Filing Trajectory; Carrier Action Alert | Cross-Verifiable With: SERFF SFA, Citizens policy count | Notes / Gotchas: Critical unfair-advantage source. FL OIR IRFS is separate from SERFF. HB1611 (2025) now requires monthly ZIP-code-level supplemental data from all FL admitted carriers[^2].",Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md@line 41 || US CRE Intelligence Terminal  Complete Free Data Source Catalog.md@line 100,REVIEW,Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,2
Florida Citizens Policy Count & Depopulation,RAW_API,,demographic,https://www.citizensfla.com/,None,Fully free[^93][^94][^95][^96],Monthly,State; aggregate,"PDF / Press release | Specific Fields Returned: Policy count by line, depopulation assumptions count, assuming carrier names[^3]",,Unlimited,BUILD_RAW_API,"Citizens Exposure tile; Depopulation Velocity tracker | Cross-Verifiable With: FL OIR approvals, IRFS | Notes / Gotchas: Policy count hit 987,650 as of Nov 2024[^3]. Citizens rate filing history: +11% 2022, +12% 2023, +13% 2024, +14% proposed 2025[^1].",Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md@line 43 || Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md@line 134 || US CRE Intelligence Terminal  Complete Free Data Source Catalog.md@line 102,REVIEW,Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,3
TWIA Exposure Reports & Annual Reports,RAW_API,,hazard_environmental,https://www.twia.org/,None,Fully free[^97][^98][^99][^100],Quarterly Fact Book; Annual Report,County (coastal TDI-designated),"PDF | Specific Fields Returned: Policy count, exposure ($), PML by county, reinsurance budget, rate filing status[^29][^30][^31]",,Unlimited,BUILD_RAW_API,"TWIA Exposure tile; Coastal TX NOI Risk | Cross-Verifiable With: TDI rate filings | Notes / Gotchas: Highest-leverage source for TX coastal CRE. TWIA had $117.2B in exposure across 276,220 policies as of Q1 2025[^4]. Reinsurance budget up 22% to $485M for 2025[^32]. Q3 2025 Fact Book available at twia.org.",Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md@line 51 || US CRE Intelligence Terminal  Complete Free Data Source Catalog.md@line 105,REVIEW,Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,2
NOAA NCEI Billion-Dollar Disasters,RAW_API,,hazard_environmental,https://www.ncei.noaa.gov/access/billions/,None,Free (static archive 1980–2024),RETIRED as of 2025 — static archive only[^7],National; state summary,"Web/CSV download | Specific Fields: Event count, type, cost ($B CPI-adjusted), fatality count by state[^56]",,Unlimited,BUILD_RAW_API,#: 16 | Cadence: Archived (ceased May 2025) | Map Layer / Alert Ticker: Historical catastrophe loss overlay,Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md@line 100 || US CRE Intelligence Terminal  Complete Free Data Source Catalog.md@line 42,REVIEW,Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,2
FEMA National Flood Hazard Layer (NFHL),RAW_API,,hazard_environmental,https://msc.fema.gov/portal/search,None for search,Free,Updated per community remap (years-long cycle),Parcel/flood zone,"Shapefile / PDF / API | Specific Fields: Flood zone designation (AE, X, VE, etc.), base flood elevation, FIRM panel ID[^64]",,Unlimited,BUILD_RAW_API,"SFHA Overlay tile | Cross-Verify: NFIP policies, First Street flood risk | Notes: WFS endpoint allows GIS integration. NFHL is the regulatory layer; First Street is the probabilistic risk layer — use both.",Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md,Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md@line 104 || Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md@line 125,REVIEW,Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md,2
NASA FIRMS Active Fire Feed,RSS_FEED,,hazard_environmental,https://firms.modaps.eosdis.nasa.gov/api/area/csv/[MAP_KEY,Free MAP_KEY signup at https://firms.modaps.eosdis.nasa.gov/api/map_key,Fully free (MAP_KEY)[^64][^65][^66][^67],Near real-time (~60 sec post-overpass)[^66],375m–1km pixel; lat/lon per detection,"CSV / KML / JSON | Specific Fields: Lat/lon of fire hotspot, brightness temp, detection confidence (0–100%), satellite, acquisition date/time[^66][^67]",,MAP_KEY; 10-minute window reset[^66],BUILD_RAW_API,#: 22b | Cadence: Near real-time (within 3 hrs globally; real-time for US/Canada) | Map Layer / Alert Ticker: Active fire hotspot live layer; thermal anomaly ticker,Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md@line 105 || US CRE Intelligence Terminal  Complete Free Data Source Catalog.md@line 56,REVIEW,Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,2
USDA InciWeb Wildfire Incidents (RSS),RSS_FEED,,hazard_environmental,https://inciweb.wildfire.gov/,None,Fully free[^62][^63],Real-time (active incidents),State / incident polygon,"RSS / Web / GeoJSON | Specific Fields: Incident name, location, acres, % contained, structures threatened, evacuation notices[^68][^69]",,Unlimited,BUILD_RAW_API,#: 22a | Cadence: Real-time | Map Layer / Alert Ticker: Active incident marker layer; new incident alert ticker,Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md@line 106 || US CRE Intelligence Terminal  Complete Free Data Source Catalog.md@line 55,REVIEW,Insurance Shock Intelligence Stack  Complete Free & Freemium Data Source Map for US Property Insurance Risk (2024–2026).md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,2
